house_is,price,rooms_number,area,equipped_kitchen_has,B,F,W,good,renovated,to_renovate
1,690000.0,5.0,230.0,1,1,0,0,1,0,0
1,925000.0,3.0,220.0,1,1,0,0,1,0,0
1,160000.0,4.0,200.0,1,0,0,1,1,0,0
1,199000.0,4.0,400.0,1,0,0,1,1,0,0
1,209000.0,5.0,585.0,1,0,0,1,1,0,0
1,399000.0,4.0,315.0,1,0,1,0,1,0,0
1,649000.0,4.0,259.0,1,0,1,0,1,0,0
1,980000.0,4.0,325.0,1,1,0,0,0,0,1
1,375000.0,4.0,200.0,1,0,0,1,1,0,0
1,250000.0,4.0,226.0,1,0,1,0,0,1,0
1,398000.0,0.0,180.0,0,1,0,0,0,1,0
1,469000.0,0.0,203.0,0,1,0,0,0,0,1
1,550000.0,3.0,245.0,1,1,0,0,1,0,0
1,1150000.0,4.0,320.0,0,1,0,0,1,0,0
1,498000.0,5.0,275.0,1,0,1,0,0,1,0
1,550000.0,4.0,180.0,1,1,0,0,1,0,0
1,225000.0,6.0,380.0,1,0,0,1,0,0,1
1,200000.0,3.0,175.0,1,0,0,1,1,0,0
1,189000.0,2.0,170.0,1,0,0,1,1,0,0
1,199000.0,3.0,300.0,1,0,0,1,1,0,0
1,209000.0,2.0,114.0,1,0,1,0,0,0,1
1,269000.0,3.0,130.0,1,0,0,1,0,0,1
1,300000.0,3.0,275.0,1,0,0,1,0,0,1
1,319000.0,2.0,380.0,1,0,0,1,0,1,0
1,445000.0,2.0,352.0,1,0,1,0,1,0,0
1,769000.0,4.0,412.0,1,0,1,0,1,0,0
1,1250000.0,11.0,520.0,1,0,0,1,0,1,0
1,1250000.0,11.0,520.0,1,0,0,1,0,1,0
1,300000.0,4.0,370.0,1,0,0,1,1,0,0
1,289000.0,4.0,360.0,1,0,0,1,0,0,1
1,940000.0,6.0,240.0,1,1,0,0,1,0,0
1,199000.0,3.0,268.0,1,0,1,0,1,0,0
1,395000.0,5.0,330.0,1,0,0,1,0,0,1
1,620000.0,3.0,242.0,1,0,0,1,1,0,0
1,820000.0,4.0,367.0,1,0,1,0,1,0,0
1,550000.0,3.0,160.0,0,1,0,0,1,0,0
1,215000.0,3.0,123.0,1,0,0,1,0,0,1
1,3500000.0,10.0,850.0,1,1,0,0,1,0,0
1,750000.0,7.0,315.0,1,0,1,0,1,0,0
1,125000.0,3.0,125.0,1,0,0,1,0,0,1
1,399000.0,5.0,237.0,1,0,1,0,1,0,0
1,725000.0,4.0,360.0,1,0,1,0,0,1,0
1,665000.0,3.0,177.0,1,0,1,0,1,0,0
1,725000.0,7.0,230.0,1,0,1,0,0,1,0
1,218000.0,2.0,85.0,1,0,0,1,1,0,0
1,349000.0,3.0,361.0,1,0,1,0,1,0,0
1,330000.0,3.0,144.0,1,0,1,0,1,0,0
1,460000.0,6.0,280.0,1,0,1,0,0,0,1
1,175000.0,2.0,128.0,1,0,0,1,1,0,0
1,299000.0,4.0,280.0,1,0,0,1,0,1,0
1,348000.0,3.0,470.0,1,0,1,0,0,0,1
1,390000.0,4.0,180.0,1,0,0,1,0,1,0
1,395000.0,4.0,648.0,1,0,0,1,0,1,0
1,650000.0,0.0,983.0,1,0,1,0,0,0,1
1,785000.0,5.0,184.0,1,1,0,0,0,0,1
1,1285000.0,10.0,425.0,1,0,1,0,0,0,1
1,1350000.0,3.0,423.0,0,1,0,0,1,0,0
1,2850000.0,15.0,2300.0,1,1,0,0,0,0,1
1,285000.0,4.0,205.0,1,0,1,0,1,0,0
1,490000.0,6.0,280.0,1,0,0,1,1,0,0
1,1275000.0,4.0,204.0,1,0,1,0,1,0,0
1,388000.0,3.0,237.0,0,1,0,0,1,0,0
1,1795000.0,10.0,800.0,1,1,0,0,1,0,0
1,425000.0,6.0,400.0,1,0,0,1,1,0,0
1,199000.0,1.0,135.0,0,0,0,1,0,1,0
1,1350000.0,7.0,400.0,1,1,0,0,0,0,1
1,275000.0,2.0,187.0,1,0,1,0,1,0,0
1,1500000.0,6.0,521.0,1,1,0,0,1,0,0
1,425000.0,4.0,93.0,1,0,1,0,1,0,0
1,115000.0,2.0,127.0,1,0,0,1,0,1,0
1,125000.0,5.0,209.0,1,0,0,1,0,0,1
1,155000.0,2.0,210.0,1,0,1,0,0,0,1
1,325000.0,4.0,224.0,1,0,0,1,1,0,0
1,445000.0,1.0,128.0,1,0,1,0,0,0,1
1,549000.0,6.0,288.0,1,0,1,0,1,0,0
1,695000.0,4.0,235.0,1,0,1,0,0,0,1
1,925000.0,0.0,349.0,1,0,1,0,1,0,0
1,1880000.0,7.0,400.0,0,1,0,0,0,1,0
1,2450000.0,6.0,446.0,1,0,1,0,1,0,0
1,229000.0,2.0,114.0,1,0,1,0,0,1,0
1,119500.0,2.0,85.0,1,0,0,1,1,0,0
1,245000.0,3.0,200.0,1,0,1,0,1,0,0
1,495000.0,5.0,166.0,1,1,0,0,1,0,0
1,600000.0,7.0,178.0,1,0,1,0,1,0,0
1,1500000.0,7.0,520.0,1,1,0,0,1,0,0
1,490000.0,4.0,160.0,0,1,0,0,0,0,1
1,398000.0,3.0,301.0,1,0,1,0,0,1,0
1,785000.0,6.0,233.0,1,1,0,0,0,0,1
1,595000.0,4.0,358.0,1,0,1,0,1,0,0
1,125000.0,2.0,100.0,1,0,0,1,1,0,0
1,199000.0,4.0,193.0,1,0,0,1,1,0,0
1,275000.0,1.0,115.0,1,0,0,1,1,0,0
1,310000.0,2.0,178.0,1,0,0,1,1,0,0
1,475000.0,4.0,190.0,0,1,0,0,0,0,1
1,735000.0,4.0,272.0,1,1,0,0,0,1,0
1,5500000.0,44.0,6330.0,1,1,0,0,1,0,0
1,630000.0,5.0,189.0,1,0,1,0,0,1,0
1,249000.0,3.0,177.0,1,0,1,0,1,0,0
1,368000.0,2.0,178.0,1,0,1,0,1,0,0
1,220000.0,7.0,265.0,1,0,1,0,0,0,1
1,229000.0,3.0,120.0,1,0,1,0,1,0,0
1,299900.0,5.0,240.0,1,0,0,1,1,0,0
1,315000.0,3.0,172.0,1,0,1,0,0,1,0
1,365000.0,5.0,431.0,1,0,1,0,0,0,1
1,369000.0,2.0,135.0,1,0,1,0,1,0,0
1,395000.0,4.0,260.0,1,0,1,0,1,0,0
1,415000.0,4.0,315.0,0,0,0,1,1,0,0
1,435000.0,4.0,204.0,1,1,0,0,1,0,0
1,525000.0,3.0,171.0,1,0,1,0,0,0,1
1,550000.0,4.0,276.0,1,0,0,1,1,0,0
1,669000.0,6.0,600.0,1,0,1,0,0,0,1
1,925000.0,9.0,300.0,1,1,0,0,0,1,0
1,179000.0,3.0,220.0,1,0,0,1,0,0,1
1,179000.0,3.0,220.0,1,0,0,1,0,0,1
1,415000.0,5.0,263.0,1,0,0,1,0,0,1
1,1350000.0,10.0,540.0,1,1,0,0,0,0,1
1,165000.0,5.0,189.0,1,0,1,0,0,0,1
1,450000.0,6.0,280.0,0,0,1,0,0,0,1
1,229000.0,4.0,159.0,1,0,0,1,1,0,0
1,700000.0,8.0,300.0,1,1,0,0,0,0,1
1,225000.0,2.0,130.0,1,0,1,0,0,1,0
1,280000.0,5.0,120.0,1,0,1,0,0,0,1
1,1460000.0,2.0,362.0,1,1,0,0,1,0,0
1,245000.0,4.0,180.0,1,0,0,1,0,0,1
1,329000.0,3.0,210.0,1,0,1,0,0,0,1
1,525000.0,5.0,450.0,1,0,0,1,1,0,0
1,535000.0,6.0,270.0,1,0,1,0,1,0,0
1,550000.0,8.0,331.0,1,0,1,0,1,0,0
1,1275000.0,0.0,350.0,1,0,1,0,1,0,0
1,795000.0,7.0,325.0,0,1,0,0,0,0,1
1,860000.0,6.0,300.0,1,1,0,0,1,0,0
1,310000.0,6.0,275.0,1,0,0,1,1,0,0
1,100000.0,3.0,280.0,1,0,0,1,0,0,1
1,100000.0,3.0,207.0,0,0,0,1,0,0,1
1,165000.0,2.0,110.0,1,0,1,0,1,0,0
1,209900.0,0.0,160.0,1,0,0,1,1,0,0
1,210000.0,5.0,314.0,1,0,0,1,1,0,0
1,215000.0,3.0,200.0,1,0,1,0,0,0,1
1,219000.0,3.0,133.0,0,0,1,0,0,0,1
1,399000.0,4.0,235.0,1,0,1,0,1,0,0
1,495000.0,5.0,250.0,1,1,0,0,1,0,0
1,495000.0,4.0,300.0,1,0,1,0,0,1,0
1,695000.0,4.0,180.0,1,1,0,0,1,0,0
1,135000.0,4.0,160.0,1,0,0,1,0,0,1
1,395000.0,4.0,258.0,1,0,1,0,1,0,0
1,850000.0,8.0,700.0,1,0,0,1,1,0,0
1,1250000.0,9.0,444.0,1,0,1,0,1,0,0
1,220000.0,4.0,136.0,0,0,1,0,1,0,0
1,228000.0,2.0,99.0,0,0,1,0,1,0,0
1,1880000.0,7.0,450.0,1,1,0,0,1,0,0
1,195000.0,5.0,165.0,1,0,0,1,0,0,1
1,790000.0,4.0,425.0,1,0,1,0,0,0,1
1,360000.0,3.0,144.0,0,0,1,0,0,1,0
1,450000.0,5.0,259.0,1,0,0,1,0,1,0
1,450000.0,3.0,112.0,1,0,1,0,1,0,0
1,595000.0,8.0,300.0,1,0,1,0,1,0,0
1,159000.0,2.0,115.0,1,0,0,1,1,0,0
1,199500.0,2.0,350.0,1,0,0,1,1,0,0
1,350000.0,8.0,289.0,1,0,0,1,1,0,0
1,435000.0,4.0,220.0,1,1,0,0,0,0,1
1,180000.0,6.0,300.0,1,0,0,1,0,0,1
1,190000.0,6.0,362.0,1,0,0,1,0,0,1
1,400000.0,4.0,210.0,1,0,0,1,1,0,0
1,650000.0,12.0,510.0,1,0,0,1,0,0,1
1,665000.0,5.0,221.0,0,0,1,0,0,0,1
1,695000.0,4.0,312.0,1,0,1,0,1,0,0
1,750000.0,3.0,220.0,1,1,0,0,1,0,0
1,775000.0,5.0,220.0,0,1,0,0,1,0,0
1,1150000.0,4.0,230.0,0,1,0,0,1,0,0
1,125000.0,4.0,264.0,1,0,0,1,1,0,0
1,299000.0,3.0,180.0,0,0,1,0,1,0,0
1,315000.0,6.0,180.0,1,1,0,0,1,0,0
1,895000.0,4.0,337.0,1,0,1,0,1,0,0
1,210000.0,2.0,80.0,1,0,1,0,0,1,0
1,670000.0,6.0,240.0,0,0,1,0,1,0,0
1,950000.0,14.0,600.0,1,0,0,1,0,1,0
1,399000.0,2.0,231.0,1,0,1,0,0,1,0
1,395000.0,0.0,185.0,0,1,0,0,0,0,1
1,142500.0,3.0,112.0,1,0,0,1,1,0,0
1,215000.0,3.0,354.0,1,0,0,1,0,0,1
1,290000.0,2.0,144.0,1,0,0,1,1,0,0
1,295000.0,4.0,185.0,1,0,0,1,1,0,0
1,300000.0,2.0,348.0,1,0,0,1,0,0,1
1,399000.0,2.0,100.0,1,0,1,0,1,0,0
1,520000.0,3.0,222.0,1,0,1,0,1,0,0
1,545000.0,4.0,300.0,1,0,1,0,1,0,0
1,789000.0,9.0,580.0,1,0,1,0,1,0,0
1,795000.0,2.0,144.0,1,0,1,0,1,0,0
1,175000.0,3.0,180.0,0,0,0,1,1,0,0
1,185000.0,1.0,135.0,0,0,0,1,0,0,1
1,295000.0,7.0,250.0,1,0,0,1,1,0,0
1,350000.0,3.0,175.0,1,0,0,1,1,0,0
1,550000.0,5.0,400.0,1,0,0,1,1,0,0
1,550000.0,7.0,275.0,1,0,0,1,1,0,0
1,1185000.0,8.0,498.0,1,0,1,0,1,0,0
1,1795000.0,9.0,603.0,0,1,0,0,1,0,0
1,890000.0,9.0,313.0,1,1,0,0,0,0,1
1,885000.0,7.0,440.0,0,0,1,0,1,0,0
1,335000.0,4.0,200.0,1,0,1,0,1,0,0
1,159000.0,2.0,120.0,1,0,0,1,1,0,0
1,199000.0,2.0,110.0,0,0,1,0,0,0,1
1,279000.0,4.0,273.0,1,0,0,1,0,0,1
1,399000.0,5.0,240.0,1,1,0,0,0,0,1
1,264000.0,2.0,108.0,1,0,1,0,1,0,0
1,485000.0,8.0,865.0,1,0,0,1,0,0,1
1,900000.0,10.0,461.0,1,0,1,0,1,0,0
1,140000.0,2.0,162.0,1,0,0,1,1,0,0
1,162000.0,5.0,210.0,1,0,0,1,1,0,0
1,165000.0,2.0,62.0,1,0,1,0,1,0,0
1,199000.0,4.0,290.0,1,0,0,1,1,0,0
1,212500.0,7.0,196.0,1,0,0,1,1,0,0
1,229000.0,2.0,202.0,1,0,0,1,1,0,0
1,250000.0,0.0,900.0,1,0,1,0,0,0,1
1,265000.0,3.0,153.0,1,0,1,0,1,0,0
1,265000.0,4.0,246.0,1,0,0,1,1,0,0
1,270000.0,4.0,262.0,1,0,0,1,1,0,0
1,275000.0,4.0,240.0,1,0,0,1,0,0,1
1,275000.0,3.0,171.0,1,0,1,0,0,0,1
1,370000.0,6.0,300.0,1,0,0,1,1,0,0
1,440000.0,2.0,180.0,1,0,1,0,1,0,0
1,550000.0,3.0,800.0,0,0,0,1,1,0,0
1,695000.0,5.0,180.0,1,0,1,0,0,0,1
1,379000.0,3.0,240.0,1,0,1,0,1,0,0
1,508800.0,4.0,170.0,1,0,0,1,0,1,0
1,259000.0,6.0,245.0,1,0,0,1,1,0,0
1,860000.0,5.0,252.0,1,0,1,0,0,1,0
1,495000.0,3.0,248.0,1,1,0,0,1,0,0
1,915000.0,7.0,250.0,0,0,1,0,0,1,0
1,210000.0,3.0,82.0,1,0,1,0,1,0,0
1,335000.0,3.0,190.0,1,0,1,0,1,0,0
1,350000.0,3.0,169.0,1,0,0,1,1,0,0
1,495000.0,6.0,540.0,1,0,0,1,1,0,0
1,995000.0,5.0,330.0,1,1,0,0,1,0,0
1,1000000.0,3.0,440.0,1,1,0,0,1,0,0
1,1400000.0,4.0,430.0,1,1,0,0,1,0,0
1,1500000.0,10.0,600.0,1,1,0,0,1,0,0
1,99000.0,4.0,140.0,0,0,0,1,0,0,1
1,215000.0,4.0,168.0,0,0,0,1,1,0,0
1,365000.0,4.0,145.0,0,1,0,0,1,0,0
1,429000.0,4.0,202.0,1,1,0,0,1,0,0
1,575000.0,10.0,500.0,1,0,0,1,0,1,0
1,864000.0,3.0,646.0,1,0,1,0,1,0,0
1,1390000.0,5.0,390.0,1,1,0,0,1,0,0
1,2700000.0,5.0,800.0,0,1,0,0,1,0,0
1,275000.0,4.0,228.0,1,0,1,0,0,0,1
1,399000.0,2.0,133.0,0,0,1,0,0,0,1
1,425000.0,5.0,236.0,1,1,0,0,1,0,0
1,525000.0,12.0,700.0,1,0,0,1,1,0,0
1,1250000.0,7.0,600.0,1,0,1,0,0,0,1
1,1395000.0,3.0,600.0,0,0,1,0,1,0,0
1,259000.0,4.0,190.0,1,0,0,1,1,0,0
1,1590000.0,6.0,365.0,1,0,1,0,1,0,0
1,155000.0,4.0,180.0,1,0,0,1,0,0,1
1,169000.0,3.0,143.0,1,0,1,0,0,0,1
1,199000.0,7.0,170.0,1,0,1,0,0,0,1
1,250000.0,2.0,164.0,1,0,0,1,1,0,0
1,359500.0,4.0,290.0,1,0,1,0,1,0,0
1,399000.0,3.0,270.0,1,0,0,1,1,0,0
1,500000.0,3.0,325.0,1,0,0,1,1,0,0
1,529000.0,3.0,201.0,1,0,1,0,1,0,0
1,579000.0,6.0,236.0,1,0,1,0,1,0,0
1,800000.0,11.0,562.0,1,0,0,1,0,1,0
1,895000.0,8.0,590.0,0,1,0,0,0,0,1
1,340000.0,3.0,195.0,1,0,0,1,1,0,0
1,350000.0,3.0,150.0,1,0,0,1,0,1,0
1,395000.0,3.0,180.0,1,0,0,1,1,0,0
1,495000.0,9.0,375.0,1,0,0,1,1,0,0
1,700000.0,5.0,518.0,1,0,1,0,1,0,0
1,800000.0,4.0,415.0,1,1,0,0,0,0,1
1,1300000.0,9.0,400.0,1,1,0,0,1,0,0
1,2200000.0,7.0,520.0,1,1,0,0,1,0,0
1,445000.0,5.0,200.0,1,0,0,1,1,0,0
1,560000.0,6.0,500.0,1,0,0,1,1,0,0
1,369000.0,4.0,240.0,0,1,0,0,0,0,1
1,469000.0,4.0,265.0,0,0,1,0,1,0,0
1,189000.0,3.0,200.0,0,0,1,0,0,0,1
1,550000.0,4.0,350.0,1,0,0,1,1,0,0
1,588000.0,5.0,234.0,1,0,1,0,1,0,0
1,229000.0,4.0,312.0,1,0,0,1,0,0,1
1,435000.0,4.0,300.0,1,0,1,0,0,0,1
1,395000.0,2.0,274.0,1,0,1,0,0,0,1
1,990000.0,8.0,276.0,1,0,0,1,1,0,0
1,275000.0,4.0,190.0,1,0,0,1,1,0,0
1,100000.0,3.0,141.0,0,0,0,1,0,0,1
1,149000.0,5.0,345.0,1,0,0,1,0,0,1
1,229000.0,2.0,100.0,1,0,0,1,1,0,0
1,269000.0,5.0,232.0,1,0,0,1,0,1,0
1,300000.0,2.0,110.0,0,0,1,0,0,0,1
1,649000.0,6.0,504.0,1,0,1,0,1,0,0
1,650000.0,6.0,456.0,1,1,0,0,0,0,1
1,410000.0,3.0,281.0,1,0,0,1,1,0,0
1,595000.0,4.0,637.0,1,0,1,0,1,0,0
1,625000.0,3.0,260.0,1,0,1,0,1,0,0
1,875000.0,8.0,325.0,1,1,0,0,1,0,0
1,490000.0,3.0,260.0,0,0,1,0,0,1,0
1,125000.0,3.0,107.0,1,0,1,0,0,1,0
1,149000.0,0.0,150.0,1,0,0,1,1,0,0
1,319000.0,3.0,175.0,1,0,1,0,1,0,0
1,425000.0,4.0,400.0,1,0,0,1,0,0,1
1,650000.0,5.0,433.0,1,0,0,1,1,0,0
1,745000.0,6.0,436.0,1,0,0,1,1,0,0
1,1180000.0,15.0,590.0,0,0,1,0,0,0,1
1,170000.0,0.0,270.0,1,0,0,1,0,0,1
1,249900.0,5.0,290.0,1,0,0,1,0,0,1
1,359000.0,3.0,317.0,1,0,1,0,0,0,1
1,375000.0,6.0,250.0,1,0,0,1,1,0,0
1,390000.0,4.0,285.0,1,0,0,1,1,0,0
1,495000.0,3.0,172.0,1,0,1,0,0,0,1
1,495777.0,5.0,170.0,1,1,0,0,1,0,0
1,999000.0,3.0,112.0,1,1,0,0,1,0,0
1,1195000.0,5.0,302.0,1,1,0,0,1,0,0
1,1950000.0,6.0,479.0,1,0,0,1,0,1,0
1,600000.0,5.0,385.0,0,0,1,0,1,0,0
1,295000.0,7.0,282.0,0,0,0,1,0,0,1
1,350000.0,0.0,647.0,1,0,0,1,1,0,0
1,425500.0,3.0,332.0,1,0,1,0,1,0,0
1,525000.0,2.0,265.0,0,0,1,0,1,0,0
1,1320000.0,12.0,464.0,1,0,1,0,0,1,0
1,195000.0,3.0,264.0,1,0,0,1,0,0,1
1,199000.0,4.0,90.0,1,0,0,1,1,0,0
1,220000.0,6.0,289.0,0,0,1,0,0,0,1
1,270000.0,3.0,322.0,0,0,0,1,1,0,0
1,429000.0,3.0,156.0,1,0,1,0,1,0,0
1,645000.0,5.0,425.0,1,1,0,0,0,0,1
1,3650000.0,3.0,1260.0,1,1,0,0,1,0,0
1,3650000.0,3.0,1260.0,1,1,0,0,1,0,0
1,120000.0,4.0,166.0,0,0,0,1,1,0,0
1,460000.0,0.0,385.0,1,0,1,0,1,0,0
1,1450000.0,13.0,1590.0,1,1,0,0,0,0,1
1,3700000.0,0.0,1790.0,0,1,0,0,1,0,0
1,3700000.0,0.0,1790.0,0,1,0,0,1,0,0
1,299000.0,2.0,160.0,0,0,0,1,1,0,0
1,515000.0,4.0,230.0,1,0,0,1,1,0,0
1,650000.0,12.0,254.0,1,0,0,1,1,0,0
1,290000.0,3.0,190.0,1,0,0,1,0,1,0
1,315000.0,4.0,350.0,1,0,0,1,1,0,0
1,379000.0,1.0,133.0,0,0,0,1,1,0,0
1,390000.0,3.0,162.0,1,0,0,1,1,0,0
1,99900.0,6.0,180.0,1,0,0,1,0,0,1
1,125000.0,0.0,144.0,0,0,0,1,0,0,1
1,350000.0,4.0,240.0,1,0,0,1,0,0,1
1,399500.0,3.0,205.0,0,0,1,0,0,0,1
1,693000.0,3.0,245.0,0,1,0,0,1,0,0
1,1800000.0,12.0,800.0,1,0,1,0,1,0,0
1,119000.0,4.0,95.0,0,0,0,1,0,0,1
1,369000.0,4.0,172.0,1,0,1,0,1,0,0
1,449000.0,5.0,492.0,1,0,1,0,1,0,0
1,530000.0,6.0,300.0,1,1,0,0,1,0,0
1,530000.0,6.0,297.0,1,1,0,0,0,0,1
1,1490000.0,10.0,700.0,0,1,0,0,1,0,0
1,373000.0,2.0,170.0,1,0,1,0,1,0,0
1,1175000.0,3.0,200.0,1,0,1,0,1,0,0
1,177000.0,3.0,107.0,0,0,0,1,0,1,0
1,1400000.0,8.0,600.0,1,1,0,0,1,0,0
1,575000.0,24.0,850.0,1,0,0,1,1,0,0
1,4200000.0,4.0,510.0,1,0,1,0,1,0,0
1,950000.0,12.0,510.0,0,0,1,0,1,0,0
1,1000000.0,2.0,430.0,1,1,0,0,1,0,0
1,395000.0,4.0,200.0,0,1,0,0,0,0,1
1,2950000.0,9.0,700.0,1,1,0,0,1,0,0
1,145000.0,3.0,140.0,1,0,0,1,1,0,0
1,269000.0,3.0,187.0,1,0,1,0,1,0,0
1,270000.0,6.0,275.0,1,0,0,1,0,1,0
1,349000.0,5.0,196.0,1,0,1,0,1,0,0
1,875000.0,10.0,500.0,1,1,0,0,0,0,1
1,985000.0,5.0,275.0,1,1,0,0,1,0,0
1,1100000.0,6.0,430.0,1,1,0,0,1,0,0
1,1975000.0,10.0,716.0,1,1,0,0,1,0,0
1,190000.0,2.0,123.0,0,0,1,0,1,0,0
1,385000.0,3.0,450.0,1,0,0,1,1,0,0
1,425000.0,3.0,259.0,1,0,1,0,1,0,0
1,580000.0,5.0,200.0,0,0,1,0,1,0,0
1,395000.0,4.0,140.0,1,0,0,1,1,0,0
1,99000.0,1.0,125.0,1,0,0,1,1,0,0
1,159000.0,2.0,168.0,0,0,1,0,0,0,1
1,299000.0,3.0,200.0,0,0,0,1,0,0,1
1,470000.0,2.0,168.0,0,0,1,0,1,0,0
1,599000.0,4.0,400.0,1,0,1,0,1,0,0
1,3540000.0,2.0,227.0,1,0,0,1,1,0,0
1,3540000.0,2.0,227.0,1,0,1,0,1,0,0
1,385000.0,3.0,157.0,1,0,1,0,0,1,0
1,500000.0,3.0,230.0,1,1,0,0,0,0,1
1,595000.0,3.0,266.0,1,0,1,0,1,0,0
1,895000.0,4.0,240.0,1,0,1,0,0,1,0
1,1075000.0,4.0,275.0,1,0,1,0,0,1,0
1,99900.0,4.0,160.0,0,0,0,1,0,0,1
1,235000.0,3.0,110.0,0,0,0,1,0,1,0
1,245000.0,2.0,160.0,1,0,0,1,0,1,0
1,523000.0,3.0,189.0,0,1,0,0,1,0,0
1,165000.0,3.0,160.0,1,0,0,1,1,0,0
1,169000.0,3.0,137.0,1,0,0,1,1,0,0
1,175000.0,3.0,70.0,1,0,0,1,1,0,0
1,275000.0,3.0,95.0,1,0,0,1,1,0,0
1,290000.0,5.0,142.0,1,0,1,0,1,0,0
1,550000.0,3.0,800.0,0,0,0,1,1,0,0
1,835000.0,0.0,320.0,1,0,1,0,1,0,0
1,895000.0,3.0,351.0,1,0,1,0,1,0,0
1,139000.0,0.0,93.0,0,0,1,0,0,0,1
1,295000.0,2.0,491.0,0,0,0,1,0,0,1
1,450000.0,4.0,200.0,0,0,1,0,1,0,0
1,999000.0,5.0,625.0,0,1,0,0,1,0,0
1,2900000.0,34.0,1148.0,1,0,1,0,0,0,1
1,159000.0,0.0,97.0,1,0,0,1,0,0,1
1,398000.0,3.0,157.0,1,0,1,0,1,0,0
1,425000.0,3.0,391.0,1,0,1,0,1,0,0
1,450000.0,3.0,391.0,1,0,1,0,1,0,0
1,850000.0,6.0,253.0,0,1,0,0,1,0,0
1,2160000.0,13.0,345.0,1,0,1,0,1,0,0
1,165000.0,2.0,150.0,0,0,1,0,1,0,0
1,498000.0,3.0,227.0,1,0,1,0,1,0,0
1,155000.0,5.0,80.0,1,0,0,1,0,0,1
1,450000.0,10.0,400.0,1,0,0,1,1,0,0
1,140000.0,0.0,265.0,1,0,0,1,1,0,0
1,765000.0,5.0,185.0,1,1,0,0,0,0,1
1,549000.0,5.0,340.0,0,0,1,0,1,0,0
1,145000.0,5.0,150.0,1,0,0,1,0,0,1
1,299000.0,0.0,110.0,0,1,0,0,0,0,1
1,250000.0,2.0,175.0,1,0,0,1,1,0,0
1,328000.0,10.0,900.0,1,0,0,1,0,0,1
1,145000.0,2.0,250.0,1,0,0,1,1,0,0
1,410000.0,5.0,250.0,1,0,1,0,0,1,0
1,515000.0,3.0,176.0,1,0,1,0,1,0,0
1,400000.0,4.0,535.0,1,0,0,1,1,0,0
1,519000.0,4.0,190.0,1,1,0,0,1,0,0
1,818000.0,5.0,305.0,0,1,0,0,1,0,0
1,105500.0,0.0,160.0,1,0,0,1,0,0,1
1,199000.0,1.0,179.0,1,0,0,1,0,0,1
1,750000.0,7.0,425.0,1,1,0,0,1,0,0
1,1375000.0,12.0,580.0,0,1,0,0,0,0,1
1,195000.0,4.0,251.0,1,0,1,0,0,0,1
1,940000.0,8.0,880.0,0,0,0,1,1,0,0
1,165000.0,2.0,105.0,0,0,1,0,1,0,0
1,329000.0,6.0,273.0,1,0,0,1,0,0,1
1,450000.0,0.0,220.0,0,0,1,0,1,0,0
1,498000.0,2.0,190.0,0,0,1,0,1,0,0
1,585000.0,18.0,1500.0,1,0,0,1,0,0,1
1,125000.0,4.0,150.0,1,0,0,1,1,0,0
1,265000.0,4.0,160.0,1,0,1,0,1,0,0
1,370000.0,6.0,310.0,1,0,0,1,1,0,0
1,1050000.0,10.0,526.0,1,0,1,0,1,0,0
1,1450000.0,10.0,384.0,0,0,1,0,1,0,0
1,824000.0,4.0,245.0,1,0,1,0,1,0,0
1,2500000.0,0.0,670.0,0,0,1,0,1,0,0
1,215000.0,1.0,200.0,0,0,0,1,1,0,0
